"","adress","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung","lat_wgs84","lon_wgs84"
"474","Waldrach 54320 Germany","E31238010000000000000045112601194","ENERCON GmbH","E - 44",600,"17.10.2002",7235141,49.748192,6.776861,78,44,723504141,54320,"Waldrach","LäusBerg","600","2002-10-01",984024,7235,"Trier-Saarburg",723504,"Ruwer",2675,984,9095,924,3166.5344,49.7480916713176,6.77670255405629
"475","Waldrach 54320 Germany","E31238010000000000000045112618243","ENERCON GmbH","E - 44",600,"14.10.2002",7235141,49.74329,6.783441,78,44,723504141,54320,"Waldrach","LäusBerg","600","2002-10-01",984024,7235,"Trier-Saarburg",723504,"Ruwer",2675,984,9095,924,3166.5344,49.7431456095615,6.78347315771252
"476","Waldrach 54320 Germany","E31238010000000000000045112614240","ENERCON GmbH","E - 44",600,"18.10.2002",7235141,49.744992,6.779782,78,44,723504141,54320,"Waldrach","LäusBerg","600","2002-10-01",984024,7235,"Trier-Saarburg",723504,"Ruwer",2675,984,9095,924,3166.5344,49.7450277184045,6.77970992359581
"477","Walhausen 56865 Germany","E31238010000000000000063819801660",NA,NA,NA,NA,NA,NA,NA,NA,NA,713505088,56865,"Walhausen","Hauptstr. 901Z / 5/2","2000","2005-06-22",3007366,7135,"Cochem-Zell",713505,"Zell (Mosel)",2275,3007,7735,257,1845.8112,50.0255477388043,7.28396471073517
"478","Walhausen 56865 Germany","E31238010000000000000063819816953",NA,NA,NA,NA,NA,NA,NA,NA,NA,713505088,56865,"Walhausen","Hauptstr. 901Z / 2","2000","2005-06-27",3007366,7135,"Cochem-Zell",713505,"Zell (Mosel)",2275,3007,7735,257,1845.8112,50.0254435265409,7.28375483673086
"479","Walhausen 56865 Germany","E31238010000000000000063819801659","ENERCON GmbH","E-66/18.70",2000,"27.06.2005",7135088,50.033917,7.277394,114.09,70,713505088,56865,"Walhausen","Hauptstr. 901Z / 15","2000","2005-06-14",3007366,7135,"Cochem-Zell",713505,"Zell (Mosel)",2275,3007,7735,257,1845.8112,50.0340604713261,7.27758668742781
"480","Weibern 56745 Germany","E31238010000040311000003033209143","SEEWIND Windenergiesysteme GmbH","Seewind 20 / 110",110,"14.04.1994",7131211,50.397525,7.156191,25,20,713104211,56745,"Weibern","Auf der Höhe 999 / 203/1","110","1994-04-14",110542,7131,"Ahrweiler",713104,"Brohltal",2120,111,7208,6494,2770.6688,50.397541544104,7.15614900069384
"481","Weinsheim 54595 Germany","E31238010000000000000039857811484","ENERCON GmbH","E-58/10.58",1000,"23.11.2001",7232226,50.21628,6.483001,73,58,723206226,54595,"Weinsheim","An der L 30 / 25","1000","2001-11-23",1403576,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1404,6375,454,1940.6784,50.2161877109251,6.48280429897953
"482","Weinsheim 54595 Germany","E31238010000000000000055084518903","ENERCON GmbH","E66-18.70",1800,"30.03.2003",7232223,50.218234,6.516267,86,70,723206226,54595,"Weinsheim","Weinsheim Flur 10 Pz. 50/20 neben K179  / 1/1","1800","2004-03-30",2722145,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2722,6375,234,1426.1312,50.2180540736009,6.5160983502593
"483","Weinsheim 54595 Germany","E31238010000030212000000318518850","ENERCON GmbH","Enercon-40",500,"22.04.1998",7232226,50.1323,6.2729,65,40.3,723206226,54595,"Weinsheim","Übergabestation WEA Dauwe 32 / 3/2","500","1998-04-22",664270,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,664,6375,960,2229.5744,50.1322312155162,6.27271861746209
"484","Weinsheim 54595 Germany","E31238010000000000000055084501543","ENERCON GmbH","E66-18.70",1800,"23.12.2003",7232305,50.218767,6.519803,86,70,723206226,54595,"Weinsheim","Weinsheim Flur 10 Pz. 50/20 neben K179 0 / 43","1800","2003-12-23",2718529,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2719,6375,234,1427.3024,50.2188643713459,6.51998549018667
"485","Weinsheim 54595 Germany","E31238010000030212000000318501209","ENERCON GmbH","Enercon-40",500,"22.04.1998",7232226,50.1329,6.2743,65,40.3,723206226,54595,"Weinsheim","ZZ WKA 900Z / 8","500","1998-04-23",664270,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,664,6375,960,2229.5744,50.1330379151599,6.27415438114926
"486","Weinsheim 54595 Germany","E31238010000000000000039857820597","ENERCON GmbH","E-66/18.70-3",1800,"08.03.2002",7232300,50.210753,6.474545,98,70,723206226,54595,"Weinsheim","An der L 30 / 12","1800","2002-03-08",2363762,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2364,6375,270,1565.8944,50.2108264883373,6.47473955756117
"487","Weinsheim 54595 Germany","E31238010000000000000039857811485","ENERCON GmbH","E-58/10.58",1000,"11.03.2002",7232300,50.213095,6.473026,73,58,723206226,54595,"Weinsheim","An der L 30 / 12","1000","2002-03-11",1403576,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1404,6375,454,1940.6784,50.2132559207951,6.47293233949628
"488","Welchweiler 66887 Germany","E30254010000000000005230826706683",NA,NA,NA,NA,NA,NA,NA,NA,NA,733610103,66887,"Welchweiler","Gemarkung Welchweiler, Flurst. 1140/1","1750","2003-12-22",1186884,7336,"Kusel",733610,"Kusel-Altenglan",2700,1187,9180,773,3120.4672,49.5774410120569,7.50455181438667
"489","Welschbillig 54298 Germany","E31238010000000000000000832515818","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,49.852829,6.535372,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 58","1300","2000-10-19",1513216,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1513,9095,601,2960.0128,49.8529081894941,6.53542698329662
"490","Welschbillig 54298 Germany","E31238010000000000000000832518854","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,49.845155,6.534662,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 111/2","1300","2000-10-19",1593567,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1594,9095,571,2928.3904,49.8452854399851,6.53459277326492
"491","Welschbillig 54298 Germany","E31238010000000000000000832518851","Nordex Energy GmbH","N60",1300,"11.10.2000",7232024,49.850782,6.536796,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 46","1300","2000-10-11",1495735,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1496,9095,608,2966.6496,49.8507499376538,6.53693447068548
"492","Welschbillig 54298 Germany","E31238010000000000000000832518852","Nordex Energy GmbH","N60",1300,"10.10.2000",7232024,49.845009,6.540861,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 136","1300","2000-10-12",1420579,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1421,9095,640,2995.9296,49.8448412868878,6.54076879492911
"493","Welschbillig 54298 Germany","E31238010000000000000000832518853","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,49.842084,6.543303,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 81","1300","2001-01-17",1487101,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1487,9095,612,2970.1632,49.842120474106,6.54334339569683
"494","Welschbillig 54298 Germany","E31238010000000000000000832518863","Nordex Energy GmbH","S70",1500,"28.05.2001",7232024,49.86939,6.550704,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 4","1500","2001-05-31",1642587,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1643,9095,554,2909.2608,49.8695466143931,6.55053692971458
"495","Welschbillig 54298 Germany","E31238010000000000000000832518864","Nordex Energy GmbH","S70",1500,"29.06.2002",7232024,49.840868,6.528345,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 90","1500","2002-06-29",1703338,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1703,9095,534,2885.8368,49.8409176759546,6.52844407136867
"496","Welschbillig 54298 Germany","E31238010000000000000000832518865","Nordex Energy GmbH","S70",1500,"03.06.2002",7232024,49.836955,6.534599,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 2","1500","2002-06-03",1529632,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1530,9095,594,2953.376,49.8370625508388,6.53442927805584
"497","Welschbillig 54298 Germany","E31238010000000000000000832518856","Nordex Energy GmbH","S70",1500,"27.12.2000",7232024,49.844816,6.520129,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 50","1500","2000-12-29",1680107,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1680,9095,541,2894.816,49.8448689261711,6.52018224355727
"498","Welschbillig 54298 Germany","E31238010000000000000000832518857","Nordex Energy GmbH","S70",1500,"29.12.2000",7232024,49.843604,6.51176,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 82","1500","2000-12-21",1797538,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1798,9095,506,2848.7488,49.8436559525941,6.51188156072874
"499","Welschbillig 54298 Germany","E31238010000000000000000832518858","Nordex Energy GmbH","S70",1500,"26.04.2001",7232024,49.864775,6.555144,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 23/2","1500","2001-04-26",1787767,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1788,9095,509,2852.6528,49.8647101217964,6.55519854188874
"500","Welschbillig 54298 Germany","E31238010000000000000000832518855","Nordex Energy GmbH","S70",1500,"21.12.2000",7232024,49.844018,6.529491,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 63","1500","2000-12-27",1711244,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1711,9095,532,2882.7136,49.8441353081196,6.52946610271966
"501","Welschbillig 54298 Germany","E31238010000000000000000832518861","Nordex Energy GmbH","S70",1500,"06.05.2001",7232024,49.866087,6.54762,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 9","1500","2001-05-28",1542925,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1543,9095,589,2948.3008,49.8661246025503,6.54755631047346
"502","Welschbillig 54298 Germany","E31238010000000000000000832518862","Nordex Energy GmbH","S70",1500,"31.05.2001",7232024,49.872355,6.547329,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 3","1500","2001-05-06",1805593,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1806,9095,504,2845.6256,49.8725287458744,6.54734238806376
"503","Welschbillig 54298 Germany","E31238010000000000000069475821480","REpower Systems SE","MD77",1500,"30.12.2005",7232065,49.866194,6.534683,NA,77,723507501,54298,"Welschbillig","An der K 25 / 5/4","1500","2005-12-30",2403350,7235,"Trier-Saarburg",723507,"Trier-Land",2675,2403,9095,378,2612.5568,49.8661404207679,6.53478200928577
"504","Welschbillig 54298 Germany","E31238010000000000000000832518859","Nordex Energy GmbH","S70",1500,"24.04.2001",7232061,49.868302,6.554489,85,70,723507501,54298,"Welschbillig","Helenenberg 900 / 1/7","1500","2001-04-26",1566272,7235,"Trier-Saarburg",723507,"Trier-Land",2675,1566,9095,581,2939.3216,49.8681673620203,6.55468882417533
"505","Welschbillig 54298 Germany","E31238010000000000000069475821478","REpower Systems SE","MD 77",1500,"29.12.2005",7232077,49.874112,6.510129,NA,77,723507501,54298,"Welschbillig","An der K 25 / 9","1500","2005-12-29",2294918,7235,"Trier-Saarburg",723507,"Trier-Land",2675,2295,9095,396,2654.72,49.8740118429715,6.510236870326
"506","Weselberg 66919 Germany","E30254010000000000005230788301709","GE Wind Energy GmbH","GE 1,5sl",1500,"04.06.2002",7340055,49.322341,7.597756,100,77,734009055,66919,"Weselberg","Gemarkung Weselberg, Flurst. 2700","1380","2002-06-04",2445573,7340,"Südwestpfalz",734009,"Thaleischweiler-Wallhalben",2475,2446,8415,344,2330.2976,49.3222202434787,7.59766914771352
"507","Weselberg 66919 Germany","E30254010000000000005230788306675","Vestas Deutschland GmbH","V80",2000,"15.01.2002",7340055,49.319475,7.598403,100,80,734009055,66919,"Weselberg","Gemarkung Weselberg, Flurst. 3322","1800","2002-01-15",3170560,7340,"Südwestpfalz",734009,"Thaleischweiler-Wallhalben",2475,3171,8415,265,2047.2576,49.3194734130903,7.59856830849477
"508","Weselberg 66919 Germany","E30254010000000000005230788301708","Vestas Deutschland GmbH","V80",2000,"27.06.2002",7340055,49.319708,7.591083,100,80,734009055,66919,"Weselberg","Gemarkung Weselberg, Flurst. 2665","1800","2002-06-27",3170562,7340,"Südwestpfalz",734009,"Thaleischweiler-Wallhalben",2475,3171,8415,265,2047.2576,49.3198141986916,7.59116566638825
"509","Winringen 54614 Germany","E31238010000030212000001384118673","ENERCON GmbH","E-40",500,"03.11.1998",7232327,50.143022,6.409794,65,40,723206327,54614,"Winringen","Feldweg 900Z / 57/2","500","1998-01-01",737035,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,737,6375,865,2201.0752,50.143093379373,6.40978619837161
"510","Winringen 54614 Germany","E31238010000030212000001384118675","ENERCON GmbH","E-44",600,"30.09.1999",7232327,50.144199,6.414994,65,44,723206327,54614,"Winringen","Feldweg 900Z / 51","600","1999-01-01",867746,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,868,6375,734,2149.9328,50.1440712482009,6.4151091318402
"511","Winringen 54614 Germany","E31238010000030212000001384101214","ENERCON GmbH","E-40",500,"03.11.1998",7232327,50.143029,6.408291,65,40,723206327,54614,"Winringen","Feldweg 900Z / 59","500","1998-01-01",737035,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,737,6375,865,2201.0752,50.1431444346485,6.4084563519677
"512","Winringen 54614 Germany","E31238010000030212000001384118676","GE Wind Energy GmbH","GE1.5sl",1500,"02.08.2001",7232327,50.140386,6.41058,100,77,723206327,54614,"Winringen","Feldweg 900Z / 53","1500","2001-01-01",2784875,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2785,6375,229,1401.536,50.1403113843683,6.41054943669319
"513","Worms-Herrnsheim 67550 Germany","E32954010200000000001600120811216","GE Wind Energy GmbH","GE-1,5SL",1500,"13.11.2001",7319000,49.653086,8.302393,85,77,731900000,67550,"Worms-Herrnsheim","Flur 10","1500","2001-10-12",1738281,7319,"Worms",731900,"Worms",2300,1738,7820,450,2374.4128,49.6528869301863,8.30254761140769
"514","Worms-Herrnsheim 67550 Germany","E32954010200000000001600120811217","Enron Wind GmbH","1.5 sl",1500,"21.11.2001",7319000,49.653727,8.293892,100,77,731900000,67550,"Worms-Herrnsheim","Flur 11","1500","2001-11-21",1636721,7319,"Worms",731900,"Worms",2300,1637,7820,478,2413.8432,49.6535961805964,8.29398146095537
"515","Worms-Herrnsheim 67550 Germany","E32954010200000000001600120811218","GE Wind Energy GmbH","GE-1,5SL",1500,"21.11.2001",7319000,49.653146,8.297462,85,77,731900000,67550,"Worms-Herrnsheim","Flur 10","1500","2001-11-21",1480776,7319,"Worms",731900,"Worms",2300,1481,7820,528,2474.7456,49.6532733584529,8.29758666176124
"516","Zornheim 55270 Germany","E32954010200000000003616900611200","Nordex Energy GmbH","N 54 Mk3",1000,"29.12.1998",7339067,49.878705,8.232687,70,54,733906067,55270,"Zornheim","Flur 8","1000","1999-01-01",1271894,7339,"Mainz-Bingen",733906,"Nieder-Olm",2300,1272,7820,615,2556.3392,49.8788175474258,8.23281229253904
"517","Zornheim 55270 Germany","E32954010200000000003616900611209",NA,NA,NA,NA,NA,NA,NA,NA,NA,733906067,55270,"Zornheim","Flur 8","600","2000-07-27",763136,7339,"Mainz-Bingen",733906,"Nieder-Olm",2300,763,7820,1025,2755.0528,49.8880175251093,8.22774316904418
"1100","Oberes Glantal 66916 Kusel Germany","E30254010000000000005230790901758",NA,NA,NA,NA,NA,NA,NA,NA,NA,733609010,66916,"Breitenbach","Windkraftanlage","1500","2004-12-15",2508484,7336,"Kusel",733609,"Oberes Glantal",2700,2508,9180,366,2604.7488,49.4435816568407,7.35681713829458
"231","Oberes Glantal 66916 Kusel Germany","E30254010000000000005230790906679",NA,NA,NA,NA,NA,NA,NA,NA,NA,733609010,66916,"Breitenbach","Windkraftanlage","1500","2004-12-15",2508484,7336,"Kusel",733609,"Oberes Glantal",2700,2508,9180,366,2604.7488,49.4430641252641,7.36849089631148
"3100","Oberes Glantal 66916 Kusel Germany","E30254010000000000005230790901757",NA,NA,NA,NA,NA,NA,NA,NA,NA,733609010,66916,"Breitenbach","Windkraftanlage","1500","2004-12-17",2508481,7336,"Kusel",733609,"Oberes Glantal",2700,2508,9180,366,2604.7488,49.4415352229523,7.34755763165549
"4100","Bitburger Land 54646 Eifelkreis Bitburg-Prüm Germany","E31238010000000000000067358518958","ENERCON GmbH","E-40/6.44",600,"15.09.2005",7232021,49.963365,6.36201,65,44,723208502,54646,"Brimingen","An der B 50 / 38","600","2005-09-15",714423,7232,"Eifelkreis Bitburg-Prüm",723208,"Bitburger Land",1875,714,6375,893,2210.0544,50.0047005111139,6.4488196663905
"518","Bitburger Land 54646 Eifelkreis Bitburg-Prüm Germany","E31238010000000000000067358518956","ENERCON GmbH","E-40/6.44",600,"21.09.2005",7232021,49.961709,6.363417,65,44,723208502,54646,"Brimingen","An der B 50","600","2005-09-21",714423,7232,"Eifelkreis Bitburg-Prüm",723208,"Bitburger Land",1875,714,6375,893,2210.0544,50.0061765593383,6.44526725664288
"610","Kelberg 54552 Vulkaneifel Germany","E31238010000000000000041397901547","DeWind GmbH","D6",1250,"21.01.2002",7233037,50.264167,6.898333,91.5,62,723304037,54552,"Katzwinkel","Auf dem Hügel  / 2/3","1250","2002-01-21",1598922,7233,"Vulkaneifel",723304,"Kelberg",2825,1599,9605,601,3125.5424,50.285552870382,6.94882044185231
"710","Prüm 54614 Eifelkreis Bitburg-Prüm Germany","E31238010000000000000051980701032","ENERCON GmbH","E40/6.44",600,"23.10.2003",7232284,50.160591,6.413087,78,44,723206284,54614,"Oberlauch","Brunnenweg 903Z / 3/1","600","2003-10-23",954244,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,954,6375,668,2116.3584,50.2045182529168,6.38129304379692
"810","Lauterecken-Wolfstein 67748 Kusel Germany","E30254010000000000005230823402040","ENERCON GmbH","E 40/6.44",600,"28.12.2004",7336074,49.686775,7.666451,78,44,733608074,67748,"Odenbach","Gemarkung Odenbach, Flurst. 3375, Am Sportpl.","600","2004-12-28",716942,7336,"Kusel",733608,"Lauterecken-Wolfstein",2700,717,9180,1280,3303.9552,49.6150249128682,7.60070207486191
"910","Prüm 54595 Eifelkreis Bitburg-Prüm Germany","E31238010000000000000050272011489","ENERCON GmbH","E58",1000,"30.07.2003",7232292,50.171813,6.325573,89,58,723206292,54595,"Pittenbach","Dorfstraße 900Z","1000","2003-07-30",1175705,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1176,6375,542,2029.6896,50.2065885797144,6.42096338148615
